foodId,foodName,calories,protein,fat,carbs,category
06117_0591,せり茎葉生,17,2,0.1,3.3,06
06118_0592,せり茎葉ゆで,17,2.1,0.1,3.4,06
06119_0593,セロリ葉柄生,12,0.4,0.1,3.6,06
06120_0594,ぜんまい生ぜんまい若芽生,27,1.7,0.1,6.6,06
06121_0595,ぜんまい生ぜんまい若芽ゆで,17,1.1,0.4,4.1,06
06122_0596,ぜんまい干しぜんまい干し若芽乾,277,14.6,0.6,70.8,06
06123_0597,ぜんまい干しぜんまい干し若芽ゆで,25,1.7,0.1,6.8,06
06124_0598,そらまめ未熟豆生,102,10.9,0.2,15.5,06
06125_0599,そらまめ未熟豆ゆで,103,10.5,0.2,16.9,06
06126_0600,タアサイ葉生,12,1.3,0.2,2.2,06
06127_0601,タアサイ葉ゆで,11,1.1,0.2,2.3,06
06128_0602,（だいこん類）かいわれだいこん芽ばえ生,21,2.1,0.5,3.3,06
06129_0603,（だいこん類）葉だいこん葉生,17,2,0.2,3.3,06
06130_0604,（だいこん類）だいこん葉生,23,2.2,0.1,5.3,06
06131_0605,（だいこん類）だいこん葉ゆで,24,2.2,0.1,5.4,06
06132_0606,（だいこん類）だいこん根皮つき生,15,0.5,0.1,4.1,06
06133_0607,（だいこん類）だいこん根皮つきゆで,15,0.4,0,4.5,06
06134_0608,（だいこん類）だいこん根皮なし生,15,0.4,0.1,4.1,06
06367_0609,（だいこん類）だいこん根皮なし生おろし,25,0.6,0.2,8,06
06368_0610,（だいこん類）だいこん根皮なし生おろし汁,12,0.3,0,2.7,06
06369_0611,（だいこん類）だいこん根皮なし生おろし水洗い,23,0.6,0.1,7.2,06
06135_0612,（だいこん類）だいこん根皮なしゆで,15,0.5,0.1,4,06
06136_0613,（だいこん類）切干しだいこん乾,280,9.7,0.8,69.7,06
06334_0614,（だいこん類）切干しだいこんゆで,13,0.9,0.1,4.1,06
06335_0615,（だいこん類）切干しだいこん油いため,78,1.5,6,7.6,06
06388_0616,（だいこん類）漬物いぶりがっこ,76,1.1,0.3,21,06
06137_0617,（だいこん類）漬物ぬかみそ漬,29,1.3,0.1,6.7,06
06138_0618,（だいこん類）漬物たくあん漬塩押しだいこん漬,43,0.6,0.3,10.8,06
06139_0619,（だいこん類）漬物たくあん漬干しだいこん漬,23,1.9,0.1,5.5,06
06140_0620,（だいこん類）漬物守口漬,194,5.3,0.2,44.3,06
06141_0621,（だいこん類）漬物べったら漬,53,0.4,0.2,13.1,06
06142_0622,（だいこん類）漬物みそ漬,52,2.1,0.3,11.4,06
06143_0623,（だいこん類）漬物福神漬,137,2.7,0.1,33.3,06
06144_0624,（たいさい類）つまみな葉生,19,1.9,0.3,3.6,06
06145_0625,（たいさい類）たいさい葉生,15,0.9,0.1,3.5,06
06146_0626,（たいさい類）たいさい塩漬,19,1.6,0.1,4.3,06
06147_0627,たかな葉生,21,1.8,0.2,4.2,06
06148_0628,たかなたかな漬,30,1.9,0.6,6.2,06
06149_0629,たけのこ若茎生,27,3.6,0.2,4.3,06
06150_0630,たけのこ若茎ゆで,31,3.5,0.2,5.5,06
06151_0631,たけのこ水煮缶詰,22,2.7,0.2,4,06
06152_0632,たけのこめんま塩蔵塩抜き,15,1,0.5,3.6,06
06153_0633,（たまねぎ類）たまねぎりん茎生,33,1,0.1,8.4,06
06154_0634,（たまねぎ類）たまねぎりん茎水さらし,24,0.6,0.1,6.1,06
06155_0635,（たまねぎ類）たまねぎりん茎ゆで,30,0.8,0.1,7.3,06
06336_0636,（たまねぎ類）たまねぎりん茎油いため,100,1.4,5.9,12,06
06389_0637,（たまねぎ類）たまねぎりん茎油いため（あめ色たまねぎ）,208,3.2,6.8,34.1,06
06156_0638,（たまねぎ類）赤たまねぎりん茎生,34,0.9,0.1,9,06
06337_0639,（たまねぎ類）葉たまねぎりん茎及び葉生,33,1.8,0.4,7.6,06
06157_0640,たらのめ若芽生,27,4.2,0.2,4.3,06
06158_0641,たらのめ若芽ゆで,27,4,0.2,4.1,06
06159_0642,チコリ若芽生,17,1,0,3.9,06
06376_0643,ちぢみゆきな葉生,35,3.6,0.6,5.7,06
06377_0644,ちぢみゆきな葉ゆで,34,3.8,0.7,5.2,06
06160_0645,チンゲンサイ葉生,9,0.6,0.1,2,06
06161_0646,チンゲンサイ葉ゆで,11,0.9,0.1,2.4,06
06338_0647,チンゲンサイ葉油いため,36,0.8,3.2,2.2,06
06162_0648,つくし胞子茎生,31,3.5,0.1,8.1,06
06163_0649,つくし胞子茎ゆで,28,3.4,0.1,6.7,06
06164_0650,つるな茎葉生,15,1.8,0.1,2.8,06
06390_0651,つるにんじん根生,55,1,0.7,19.8,06
06165_0652,つるむらさき茎葉生,11,0.7,0.2,2.6,06
06166_0653,つるむらさき茎葉ゆで,12,0.9,0.2,3.2,06
06167_0654,つわぶき葉柄生,19,0.4,0,5.6,06
06168_0655,つわぶき葉柄ゆで,14,0.3,0,4.4,06
06169_0656,とうがらし葉･果実生,32,3.4,0.1,7.2,06
06170_0657,とうがらし葉･果実油いため,81,4,4.9,8.5,06
06171_0658,とうがらし果実生,72,3.9,3.4,16.3,06
06172_0659,とうがらし果実乾,270,14.7,12,58.4,06
06173_0660,とうがん果実生,15,0.5,0.1,3.8,06
06174_0661,とうがん果実ゆで,15,0.6,0.1,3.7,06
06175_0662,（とうもろこし類）スイートコーン未熟種子生,89,3.6,1.7,16.8,06
06176_0663,（とうもろこし類）スイートコーン未熟種子ゆで,95,3.5,1.7,18.6,06
06339_0664,（とうもろこし類）スイートコーン未熟種子電子レンジ調理,104,4.2,2.2,19.1,06
06177_0665,（とうもろこし類）スイートコーン未熟種子穂軸つき冷凍,96,3.5,1.5,18.7,06
06178_0666,（とうもろこし類）スイートコーン未熟種子カーネル冷凍,91,2.9,1.3,19.8,06
06378_0667,（とうもろこし類）スイートコーン未熟種子カーネル冷凍ゆで,92,2.8,1.5,18.7,06
06379_0668,（とうもろこし類）スイートコーン未熟種子カーネル冷凍油いため,125,2.9,5.8,18.9,06
06179_0669,（とうもろこし類）スイートコーン缶詰クリームスタイル,82,1.7,0.5,18.6,06
06180_0670,（とうもろこし類）スイートコーン缶詰ホールカーネルスタイル,78,2.3,0.5,17.8,06
06181_0671,（とうもろこし類）ヤングコーン幼雌穂生,29,2.3,0.2,6,06
06182_0672,（トマト類）赤色トマト果実生,20,0.7,0.1,4.7,06
06183_0673,（トマト類）赤色ミニトマト果実生,30,1.1,0.1,7.2,06
06391_0674,（トマト類）黄色トマト果実生,18,1.1,0.4,3.2,06
06370_0675,（トマト類）ドライトマト,291,14.2,2.1,67.3,06
06184_0676,（トマト類）加工品ホール食塩無添加,21,0.9,0.2,4.4,06
06185_0677,（トマト類）加工品トマトジュース食塩添加,15,0.7,0.1,4,06
06340_0678,（トマト類）加工品トマトジュース食塩無添加,18,0.7,0.1,4,06
06186_0679,（トマト類）加工品ミックスジュース食塩添加,18,0.6,0,4.3,06
06341_0680,（トマト類）加工品ミックスジュース食塩無添加,18,0.6,0,4.3,06
06187_0681,トレビス葉生,17,1.1,0.2,3.9,06
06188_0682,とんぶりゆで,89,6.1,3.5,12.9,06
06189_0683,ながさきはくさい葉生,12,1.3,0.1,2.6,06
06190_0684,ながさきはくさい葉ゆで,18,2.2,0.1,3.4,06
06191_0685,（なす類）なす果実生,18,1.1,0.1,5.1,06
06192_0686,（なす類）なす果実ゆで,17,1,0.1,4.5,06
06342_0687,（なす類）なす果実油いため,73,1.5,5.8,6.3,06
06343_0688,（なす類）なす果実天ぷら,165,1.6,14,12,06
06193_0689,（なす類）べいなす果実生,20,1.1,0.1,5.3,06
06194_0690,（なす類）べいなす果実素揚げ,177,1,17,6.7,06
06195_0691,（なす類）漬物塩漬,22,1.4,0.1,5.2,06
06196_0692,（なす類）漬物ぬかみそ漬,27,1.7,0.1,6.1,06
06197_0693,（なす類）漬物こうじ漬,87,5.5,0.1,18.2,06
06198_0694,（なす類）漬物からし漬,127,2.6,0.2,30.7,06
06199_0695,（なす類）漬物しば漬,27,1.4,0.2,7,06
06200_0696,なずな葉生,35,4.3,0.1,7,06
06201_0697,（なばな類）和種なばな花らい・茎生,34,4.4,0.2,5.8,06
06202_0698,（なばな類）和種なばな花らい・茎ゆで,28,4.7,0.1,4.3,06
06203_0699,（なばな類）洋種なばな茎葉生,36,4.1,0.4,6,06
06204_0700,（なばな類）洋種なばな茎葉ゆで,30,3.6,0.4,5.3,06
06205_0701,にがうり果実生,15,1,0.1,3.9,06
06206_0702,にがうり果実油いため,47,1.2,3.3,4.6,06
06207_0703,（にら類）にら葉生,18,1.7,0.3,4,06
06208_0704,（にら類）にら葉ゆで,27,2.6,0.5,5.7,06
06344_0705,（にら類）にら葉油いため,69,1.9,5.7,4.9,06
06209_0706,（にら類）花にら花茎・花らい生,27,1.9,0.2,5.9,06
06210_0707,（にら類）黄にら葉生,18,2.1,0.1,3.3,06
06211_0708,（にんじん類）葉にんじん葉生,16,1.1,0.2,3.7,06
06212_0709,（にんじん類）にんじん根皮つき生,35,0.7,0.2,9.3,06
06213_0710,（にんじん類）にんじん根皮つきゆで,29,0.6,0.2,8.4,06
06214_0711,（にんじん類）にんじん根皮なし生,32,0.7,0.2,8.8,06
06215_0712,（にんじん類）にんじん根皮なしゆで,28,0.7,0.1,8.5,06
06345_0713,（にんじん類）にんじん根皮なし油いため,103,1.1,6.4,12.4,06
06346_0714,（にんじん類）にんじん根皮なし素揚げ,87,1,3.5,13.9,06
06407_0714-1,（にんじん類）にんじん根皮なしカット常法洗浄,27,0.5,0.2,7.3,06
06408_0714-2,（にんじん類）にんじん根皮なしカット次亜塩素酸洗浄,27,0.6,0.2,7.2,06
06347_0715,（にんじん類）にんじん根皮生,26,0.7,0.2,7.3,06
06216_0716,（にんじん類）にんじん根冷凍,30,0.8,0.2,8.2,06
06380_0717,（にんじん類）にんじん根冷凍ゆで,24,0.7,0.2,7,06
06381_0718,（にんじん類）にんじん根冷凍油いため,65,0.9,4,9.3,06
06348_0719,（にんじん類）にんじんグラッセ,53,0.7,1.4,12.7,06
06217_0720,（にんじん類）にんじんジュース缶詰,29,0.6,0.1,6.7,06
06218_0721,（にんじん類）きんとき根皮つき生,39,1.8,0.2,9.6,06
06219_0722,（にんじん類）きんとき根皮つきゆで,37,1.9,0.2,9.2,06
06220_0723,（にんじん類）きんとき根皮なし生,40,1.8,0.3,9.7,06
06221_0724,（にんじん類）きんとき根皮なしゆで,40,1.9,0.4,9.6,06
06409_0724-1,（にんじん類）島にんじん根皮なし生,35,1.1,0.4,8.8,06
06222_0725,（にんじん類）ミニキャロット根生,26,0.7,0.2,7.5,06
06223_0726,（にんにく類）にんにくりん茎生,129,6.4,0.9,27.5,06
06349_0727,（にんにく類）にんにくりん茎油いため,191,8.2,5.9,30.6,06
06224_0728,（にんにく類）茎にんにく花茎生,44,1.9,0.3,10.6,06
06225_0729,（にんにく類）茎にんにく花茎ゆで,43,1.7,0.2,10.7,06
06226_0730,（ねぎ類）根深ねぎ葉軟白生,35,1.4,0.1,8.3,06
06350_0731,（ねぎ類）根深ねぎ葉軟白ゆで,28,1.3,0.1,6.8,06
06351_0732,（ねぎ類）根深ねぎ葉軟白油いため,77,1.6,4.4,9.5,06
06227_0733,（ねぎ類）葉ねぎ葉生,29,1.9,0.3,6.5,06
06352_0734,（ねぎ類）葉ねぎ葉油いため,77,2.1,5.2,7.9,06
06410_0734-1,（ねぎ類）九条ねぎ葉生,32,1.7,0.3,7.3,06
06228_0735,（ねぎ類）こねぎ葉生,26,2,0.3,5.4,06
06411_0735-1,（ねぎ類）めねぎ葉生,15,1.5,0.3,2.4,06
06229_0736,のざわな葉生,14,0.9,0.1,3.5,06
06230_0737,のざわな漬物塩漬,17,1.2,0.1,4.1,06
06231_0738,のざわな漬物調味漬,22,1.7,0,5.4,06
06232_0739,のびるりん茎葉生,63,3.2,0.2,15.5,06
06233_0740,はくさい結球葉生,13,0.8,0.1,3.2,06
06234_0741,はくさい結球葉ゆで,13,0.9,0.1,2.9,06
06235_0742,はくさい漬物塩漬,17,1.5,0.1,3.3,06
06236_0743,はくさい漬物キムチ,27,2.3,0.1,5.4,06
06237_0744,パクチョイ葉生,15,1.6,0.2,2.7,06
06238_0745,バジル葉生,21,2,0.6,4,06
06239_0746,パセリ葉生,34,4,0.7,7.8,06
06240_0747,はつかだいこん根生,13,0.8,0.1,3.1,06
06392_0748,はなっこりー生,34,3.6,0.5,5.4,06
06241_0749,はやとうり果実白色種生,20,0.6,0.1,4.9,06
06242_0750,はやとうり果実白色種塩漬,17,0.6,0,4.4,06
06353_0751,はやとうり果実緑色種生,21,0.6,0.1,4.9,06
06243_0752,ビーツ根生,38,1.6,0.1,9.3,06
06244_0753,ビーツ根ゆで,42,1.5,0.1,10.2,06
06245_0754,（ピーマン類）青ピーマン果実生,20,0.9,0.2,5.1,06
06246_0755,（ピーマン類）青ピーマン果実油いため,54,0.9,4.3,5.4,06
06247_0756,（ピーマン類）赤ピーマン果実生,28,1,0.2,7.2,06
06248_0757,（ピーマン類）赤ピーマン果実油いため,69,1,4.3,7.6,06
06393_0758,（ピーマン類）オレンジピーマン果実生,19,0.9,0.3,4.2,06
06394_0759,（ピーマン類）オレンジピーマン果実油いため,81,1.1,5.1,7.6,06
06249_0760,（ピーマン類）黄ピーマン果実生,28,0.8,0.2,6.6,06
06250_0761,（ピーマン類）黄ピーマン果実油いため,61,0.8,4.3,6.9,06
06251_0762,（ピーマン類）トマピー果実生,33,1,0.2,7.5,06
06252_0763,ひのな根・茎葉生,17,1,0,4.7,06
06253_0764,ひのな根・茎葉甘酢漬,70,1.4,0.5,17.3,06
06254_0765,ひろしまな葉生,19,1.5,0.2,4.2,06
06255_0766,ひろしまな塩漬,15,1.2,0.2,3.3,06
06256_0767,（ふき類）ふき葉柄生,11,0.3,0,3,06
06257_0768,（ふき類）ふき葉柄ゆで,7,0.3,0,1.9,06
06258_0769,（ふき類）ふきのとう花序生,38,2.5,0.1,10,06
06259_0770,（ふき類）ふきのとう花序ゆで,31,2.5,0.1,7,06
06260_0771,ふじまめ若ざや生,32,2.5,0.1,7.4,06
06261_0772,ふだんそう葉生,17,2,0.1,3.7,06
06262_0773,ふだんそう葉ゆで,26,2.8,0.1,5.4,06
06263_0774,ブロッコリー花序生,37,5.4,0.6,6.6,06
06264_0775,ブロッコリー花序ゆで,30,3.9,0.4,5.2,06
06395_0776,ブロッコリー花序電子レンジ調理,56,5.7,0.7,7,06
06396_0777,ブロッコリー花序焼き,83,9.9,1.2,8.4,06
06397_0778,ブロッコリー花序油いため,109,6.9,6.3,6.1,06
06354_0779,ブロッコリー芽ばえ生,18,1.9,0.6,2.6,06
06265_0780,へちま果実生,17,0.8,0.1,3.8,06
06266_0781,へちま果実ゆで,19,1.6,0.1,3.7,06
06267_0782,ほうれんそう葉通年平均生,18,2.2,0.4,3.1,06
06268_0783,ほうれんそう葉通年平均ゆで,23,2.6,0.5,4,06
06359_0784,ほうれんそう葉通年平均油いため,91,3.8,8.1,4.4,06
06355_0785,ほうれんそう葉夏採り生,18,2.2,0.4,3.1,06
06357_0786,ほうれんそう葉夏採りゆで,23,2.6,0.5,4,06
06356_0787,ほうれんそう葉冬採り生,18,2.2,0.4,3.1,06
06358_0788,ほうれんそう葉冬採りゆで,23,2.6,0.5,4,06
06269_0789,ほうれんそう葉冷凍,22,2.9,0.3,3.4,06
06372_0790,ほうれんそう葉冷凍ゆで,26,3.7,0.5,3.8,06
06373_0791,ほうれんそう葉冷凍油いため,67,4,4.5,5.4,06
06270_0792,ホースラディシュ根茎生,69,3.1,0.3,17.7,06
06271_0793,まこも茎生,19,1.3,0.2,4.4,06
06272_0794,みずかけな葉生,25,2.9,0.1,4.7,06
06273_0795,みずかけな塩漬,34,4.9,0,5.7,06
06072_0796,みずな葉生,23,2.2,0.1,4.8,06
06073_0797,みずな葉ゆで,21,2,0.1,4.7,06
06074_0798,みずな塩漬,26,2,0.1,5.9,06
06274_0799,（みつば類）切りみつば葉生,16,1,0.1,4,06
06275_0800,（みつば類）切りみつば葉ゆで,12,0.9,0.1,3.3,06
06276_0801,（みつば類）根みつば葉生,19,1.9,0.1,4.1,06
06277_0802,（みつば類）根みつば葉ゆで,19,2.3,0.1,3.9,06
06278_0803,（みつば類）糸みつば葉生,12,0.9,0.1,2.9,06
06279_0804,（みつば類）糸みつば葉ゆで,14,1.1,0,4,06
06360_0805,みぶな葉生,14,1.1,0.3,2.9,06
06280_0806,（みょうが類）みょうが花穂生,11,0.9,0.1,2.6,06
06281_0807,（みょうが類）みょうがたけ茎葉生,6,0.4,0.1,1.5,06
06282_0808,むかご肉芽生,87,2.9,0.2,20.6,06
06283_0809,めキャベツ結球葉生,52,5.7,0.1,9.9,06
06284_0810,めキャベツ結球葉ゆで,51,5.3,0.1,9.8,06
06285_0811,めたで芽ばえ生,39,3,0.5,8.8,06
06286_0812,（もやし類）アルファルファもやし生,11,1.6,0.1,2,06
06287_0813,（もやし類）だいずもやし生,29,3.6,1.4,2.5,06
06288_0814,（もやし類）だいずもやしゆで,27,2.9,1.6,2.2,06
06412_0814-1,（もやし類）だいずもやし油いため,62,3.8,4.5,4.1,06
06289_0815,（もやし類）ブラックマッペもやし生,17,2.2,0,2.8,06
06290_0816,（もやし類）ブラックマッペもやしゆで,13,1.3,0,2.7,06
06398_0817,（もやし類）ブラックマッペもやし油いため,41,2.3,0.9,5.8,06
06291_0818,（もやし類）りょくとうもやし生,15,1.8,0.1,2.4,06
06292_0819,（もやし類）りょくとうもやしゆで,12,1.6,0,2.3,06
06413_0819-1,（もやし類）りょくとうもやし油いため,40,2,2.8,4,06
06293_0820,モロヘイヤ茎葉生,36,4.8,0.5,6.3,06
06294_0821,モロヘイヤ茎葉ゆで,24,3,0.4,4,06
06401_0822,やぶまめ生,219,15.5,6.5,29.5,06
06295_0823,やまごぼうみそ漬,66,4.1,0.1,15.6,06
06296_0824,ゆりねりん茎生,119,3.8,0.1,28.3,06
06297_0825,ゆりねりん茎ゆで,117,3.4,0.1,28.7,06
06298_0826,ようさい茎葉生,17,2.2,0.1,3.1,06
06299_0827,ようさい茎葉ゆで,18,2.2,0.1,4.1,06
06300_0828,よめな葉生,40,3.4,0.2,10,06
06301_0829,よもぎ葉生,43,5.2,0.3,8.7,06
06302_0830,よもぎ葉ゆで,37,4.8,0.1,8.2,06
06303_0831,らっかせい未熟豆生,306,12,24.2,12.4,06
06304_0832,らっかせい未熟豆ゆで,298,11.9,23.5,12.3,06
06305_0833,（らっきょう類）らっきょうりん茎生,83,1.4,0.2,29.3,06
06306_0834,（らっきょう類）らっきょう甘酢漬,117,0.4,0.3,29.4,06
06307_0835,（らっきょう類）エシャレットりん茎生,59,2.3,0.2,17.8,06
06308_0836,リーキりん茎葉生,30,1.6,0.1,6.9,06
06309_0837,リーキりん茎葉ゆで,28,1.3,0.1,6.8,06
06319_0838,ルッコラ葉生,17,1.9,0.4,3.1,06
06310_0839,ルバーブ葉柄生,23,0.7,0.1,6,06
06311_0840,ルバーブ葉柄ゆで,14,0.5,0.1,4.6,06
06312_0841,（レタス類）レタス土耕栽培結球葉生,11,0.6,0.1,2.8,06
06361_0842,（レタス類）レタス水耕栽培結球葉生,13,0.8,0.2,2.9,06
06313_0843,（レタス類）サラダな葉生,10,1,0.2,2.7,06
06314_0844,（レタス類）リーフレタス葉生,16,1.4,0.1,3.3,06
06315_0845,（レタス類）サニーレタス葉生,15,1.2,0.2,3.2,06
06362_0846,（レタス類）サンチュ葉生,14,1.2,0.4,2.5,06
06316_0847,（レタス類）コスレタス葉生,16,1.2,0.2,3.4,06
06317_0848,れんこん根茎生,66,1.9,0.1,15.5,06
06318_0849,れんこん根茎ゆで,66,1.3,0.1,16.1,06
06371_0850,れんこん甘酢れんこん,66,0.6,0.2,16.5,06
06320_0851,わけぎ葉生,30,1.6,0,7.4,06
06321_0852,わけぎ葉ゆで,29,1.9,0,6.9,06
06322_0853,わさび根茎生,89,5.6,0.2,18.4,06
06323_0854,わさびわさび漬,140,7.1,0.5,28,06
06324_0855,わらび生わらび生,19,2.4,0.1,4,06
06325_0856,わらび生わらびゆで,13,1.5,0.1,3,06
06326_0857,わらび干しわらび乾,216,20,0.7,61.4,06
06382_0858,（その他）ミックスベジタブル冷凍,67,3,0.7,15.1,06
06383_0859,（その他）ミックスベジタブル冷凍ゆで,65,3.1,0.8,14.6,06
06384_0860,（その他）ミックスベジタブル冷凍油いため,108,3.3,4.9,15.7,06
06399_0861,（その他）野菜ミックスジュース通常タイプ,21,0.8,0.1,4.7,06
06400_0862,（その他）野菜ミックスジュース濃縮タイプ,36,1,0.3,7.8,06
07001_0863,あけび果肉生,89,0.5,0.1,22,07
07002_0864,あけび果皮生,32,0.3,0.3,8.6,07
07181_0865,アサイー冷凍無糖,62,0.9,5.3,5,07
07003_0866,アセロラ酸味種生,36,0.7,0.1,9,07
07159_0867,アセロラ甘味種生,36,0.7,0.1,9,07
07004_0868,アセロラ果実飲料10%果汁入り飲料,42,0.1,0,10.5,07
07005_0869,アテモヤ生,81,1.8,0.4,19.4,07
07006_0870,アボカド生,176,2.1,17.5,7.9,07
07007_0871,あんず生,37,1,0.3,8.5,07
07008_0872,あんず乾,296,9.2,0.4,70.4,07
07009_0873,あんず缶詰,79,0.5,0.4,18.9,07
07010_0874,あんずジャム高糖度,252,0.3,0.1,64.9,07
07011_0875,あんずジャム低糖度,202,0.4,0.1,50.5,07
07012_0876,いちご生,31,0.9,0.1,8.5,07
07013_0877,いちごジャム高糖度,250,0.4,0.1,63.3,07
07014_0878,いちごジャム低糖度,194,0.5,0.1,48.4,07
07160_0879,いちご乾,329,0.5,0.2,82.8,07
07015_0880,いちじく生,57,0.6,0.1,14.3,07
07016_0881,いちじく乾,272,3,1.1,75.3,07
07017_0882,いちじく缶詰,78,0.5,0.1,19.4,07
07019_0883,うめ生,33,0.7,0.5,7.9,07
07020_0884,うめ梅漬塩漬,27,0.7,0.4,6.7,07
07021_0885,うめ梅漬調味漬,45,1.5,0.5,10.5,07
07022_0886,うめ梅干し塩漬,29,0.9,0.7,8.6,07
07023_0887,うめ梅干し調味漬,90,1.5,0.6,21.1,07
07024_0888,うめ梅びしお,196,0.7,0.5,48.1,07
07025_0889,うめ果実飲料20%果汁入り飲料,49,0,0,12.3,07
07037_0890,オリーブ塩漬グリーンオリーブ,148,1,15,4.5,07
07038_0891,オリーブ塩漬ブラックオリーブ,121,0.8,12.3,3.4,07
07039_0892,オリーブ塩漬スタッフドオリーブ,141,0.8,14.3,4.2,07
07049_0893,かき甘がき生,63,0.4,0.2,15.9,07
07050_0894,かき渋抜きがき生,59,0.5,0.1,16.9,07
07051_0895,かき干しがき,274,1.5,1.7,71.3,07
07053_0896,かりん生,58,0.4,0.1,18.3,07
07018_0897,（かんきつ類）いよかん砂じょう生,50,0.9,0.1,11.8,07
07026_0898,（かんきつ類）うんしゅうみかんじょうのう早生生,49,0.5,0.1,11.9,07
07027_0899,（かんきつ類）うんしゅうみかんじょうのう普通生,49,0.7,0.1,12,07
07028_0900,（かんきつ類）うんしゅうみかん砂じょう早生生,47,0.5,0.1,11.3,07
07029_0901,（かんきつ類）うんしゅうみかん砂じょう普通生,49,0.7,0.1,11.5,07
07030_0902,（かんきつ類）うんしゅうみかん果実飲料ストレートジュース,45,0.5,0.1,10.6,07
07031_0903,（かんきつ類）うんしゅうみかん果実飲料濃縮還元ジュース,42,0.5,0.1,9.9,07
07032_0904,（かんきつ類）うんしゅうみかん果実飲料果粒入りジュース,53,0.2,0,13,07
07033_0905,（かんきつ類）うんしゅうみかん果実飲料50%果汁入り飲料,59,0.2,0,14.7,07
07034_0906,（かんきつ類）うんしゅうみかん果実飲料20%果汁入り飲料,50,0.1,0,12.4,07
07035_0907,（かんきつ類）うんしゅうみかん缶詰果肉,63,0.5,0.1,15.3,07
07036_0908,（かんきつ類）うんしゅうみかん缶詰液汁,63,0.3,0.1,15.3,07
07040_0909,（かんきつ類）オレンジネーブル砂じょう生,48,0.9,0.1,11.8,07
07041_0910,（かんきつ類）オレンジバレンシア米国産砂じょう生,42,1,0.1,9.8,07
07042_0911,（かんきつ類）オレンジバレンシア果実飲料ストレートジュース,45,0.8,0,11,07
07043_0912,（かんきつ類）オレンジバレンシア果実飲料濃縮還元ジュース,46,0.7,0.1,10.7,07
07044_0913,（かんきつ類）オレンジバレンシア果実飲料50%果汁入り飲料,46,0.4,0.2,10.8,07
07045_0914,（かんきつ類）オレンジバレンシア果実飲料30%果汁入り飲料,41,0.2,0,10,07
07046_0915,（かんきつ類）オレンジバレンシアマーマレード高糖度,233,0.2,0.1,63.2,07
07047_0916,（かんきつ類）オレンジバレンシアマーマレード低糖度,190,0.3,0.1,47.7,07
07161_0917,（かんきつ類）オレンジ福原オレンジ砂じょう生,43,1,0.1,9.8,07
07048_0918,（かんきつ類）オロブランコ砂じょう生,43,0.8,0.1,10.1,07
07052_0919,（かんきつ類）かぼす果汁生,36,0.4,0.1,8.5,07
07162_0920,（かんきつ類）かわちばんかん砂じょう生,38,0.7,0.2,8.8,07
07163_0921,（かんきつ類）きよみ砂じょう生,45,0.8,0.2,10.3,07
07056_0922,（かんきつ類）きんかん全果生,67,0.5,0.7,17.5,07
07062_0923,（かんきつ類）グレープフルーツ白肉種砂じょう生,40,0.9,0.1,9.6,07
07164_0924,（かんきつ類）グレープフルーツ紅肉種砂じょう生,40,0.9,0.1,9.6,07
07063_0925,（かんきつ類）グレープフルーツ果実飲料ストレートジュース,44,0.6,0.1,10.3,07
07064_0926,（かんきつ類）グレープフルーツ果実飲料濃縮還元ジュース,38,0.7,0.1,8.8,07
07065_0927,（かんきつ類）グレープフルーツ果実飲料50%果汁入り飲料,45,0.3,0,11.1,07
07066_0928,（かんきつ類）グレープフルーツ果実飲料20%果汁入り飲料,39,0.1,0,9.7,07
07067_0929,（かんきつ類）グレープフルーツ缶詰,60,0.5,0,17.1,07
07074_0930,（かんきつ類）さんぼうかん砂じょう生,47,0.7,0.3,10.9,07
07075_0931,（かんきつ類）シークヮーサー果汁生,35,0.8,0.1,7.9,07
07076_0932,（かんきつ類）シークヮーサー果実飲料10%果汁入り飲料,48,0.1,0,11.8,07
07165_0933,（かんきつ類）しらぬひ砂じょう生,56,0.8,0.2,12.9,07
07078_0934,（かんきつ類）すだち果皮生,55,1.8,0.3,16.4,07
07079_0935,（かんきつ類）すだち果汁生,29,0.5,0.1,6.6,07
07166_0936,（かんきつ類）せとか砂じょう生,50,0.8,0.2,11.7,07
07085_0937,（かんきつ類）セミノール砂じょう生,53,1.1,0.1,12.4,07
07083_0938,（かんきつ類）だいだい果汁生,35,0.3,0.2,8,07
07093_0939,（かんきつ類）なつみかん砂じょう生,42,0.9,0.1,10,07
07094_0940,（かんきつ類）なつみかん缶詰,80,0.5,0.1,19.4,07
07105_0941,（かんきつ類）はっさく砂じょう生,47,0.8,0.1,11.5,07
07167_0942,（かんきつ類）はるみ砂じょう生,52,0.9,0.2,12.1,07
07112_0943,（かんきつ類）ひゅうがなつじょうのう及びアルベド生,46,0.6,0.1,11.7,07
07113_0944,（かんきつ類）ひゅうがなつ砂じょう生,35,0.6,0.1,8.3,07
07126_0945,（かんきつ類）ぶんたん砂じょう生,41,0.7,0.1,9.8,07
07127_0946,（かんきつ類）ぶんたんざぼん漬,338,0.2,0.1,85.5,07
07129_0947,（かんきつ類）ぽんかん砂じょう生,42,0.9,0.1,9.9,07
07142_0948,（かんきつ類）ゆず果皮生,50,1.2,0.5,14.2,07
07143_0949,（かんきつ類）ゆず果汁生,30,0.5,0.1,7,07
07145_0950,（かんきつ類）ライム果汁生,39,0.4,0.1,9.3,07
07155_0951,（かんきつ類）レモン全果生,43,0.9,0.7,12.5,07
