foodId,foodName,calories,protein,fat,carbs,category
11230_1905,＜鳥肉類＞にわとり［二次品目］ひき肉生,171,17.5,12,0,11
11291_1906,＜鳥肉類＞にわとり［二次品目］ひき肉焼き,235,27.5,14.8,0,11
11231_1907,＜鳥肉類＞にわとり［副品目］心臓生,186,14.5,15.5,0,11
11232_1908,＜鳥肉類＞にわとり［副品目］肝臓生,100,18.9,3.1,0.6,11
11233_1909,＜鳥肉類＞にわとり［副品目］すなぎも生,86,18.3,1.8,0,11
11234_1910,＜鳥肉類＞にわとり［副品目］皮むね生,466,9.4,48.1,0,11
11235_1911,＜鳥肉類＞にわとり［副品目］皮もも生,474,6.6,51.6,0,11
11236_1912,＜鳥肉類＞にわとり［副品目］なんこつ（胸肉）生,54,12.5,0.4,0.4,11
11237_1913,＜鳥肉類＞にわとり［その他］焼き鳥缶詰,173,18.4,7.8,8.2,11
11292_1914,＜鳥肉類＞にわとり［その他］チキンナゲット,235,15.5,13.7,14.9,11
11293_1915,＜鳥肉類＞にわとり［その他］つくね,235,15.2,15.2,9.3,11
11238_1916,＜鳥肉類＞はと肉皮なし生,131,21.8,5.1,0.3,11
11240_1917,＜鳥肉類＞ほろほろちょう肉皮なし生,98,22.5,1,0.2,11
11241_1918,＜その他＞いなごつくだ煮,243,26.3,1.4,32.3,11
11242_1919,＜その他＞かえる肉生,92,22.3,0.4,0.3,11
11243_1920,＜その他＞すっぽん肉生,175,16.4,13.4,0.5,11
11244_1921,＜その他＞はちはちの子缶詰,239,16.2,7.2,30.2,11
12020_1922,あひる卵ピータン,188,13.7,16.5,0,12
12001_1923,うこっけい卵全卵生,154,12,13,0.4,12
12002_1924,うずら卵全卵生,157,12.6,13.1,0.3,12
12003_1925,うずら卵水煮缶詰,162,11,14.1,0.6,12
12004_1926,鶏卵全卵生,142,12.2,10.2,0.4,12
12005_1927,鶏卵全卵ゆで,134,12.5,10.4,0.3,12
12006_1928,鶏卵全卵ポーチドエッグ,145,12.3,11.7,0.2,12
12021_1929,鶏卵全卵目玉焼き,205,14.8,17.6,0.3,12
12022_1930,鶏卵全卵いり,190,13.3,16.7,0.3,12
12023_1931,鶏卵全卵素揚げ,321,14.3,31.9,0.3,12
12007_1932,鶏卵全卵水煮缶詰,131,10.8,10.6,0,12
12008_1933,鶏卵全卵加糖全卵,199,9.8,10.6,20.7,12
12009_1934,鶏卵全卵乾燥全卵,542,49.1,42,0.2,12
12010_1935,鶏卵卵黄生,336,16.5,34.3,0.2,12
12011_1936,鶏卵卵黄ゆで,330,16.1,34.1,0.2,12
12012_1937,鶏卵卵黄加糖卵黄,327,12.1,23.9,20.7,12
12013_1938,鶏卵卵黄乾燥卵黄,638,30.3,62.9,0.2,12
12014_1939,鶏卵卵白生,44,10.1,0,0.5,12
12015_1940,鶏卵卵白ゆで,46,10.5,0.1,0.4,12
12016_1941,鶏卵卵白乾燥卵白,350,86.5,0.4,0.2,12
12017_1942,鶏卵たまご豆腐,76,0,0,0,12
12018_1943,鶏卵たまご焼厚焼きたまご,146,0,0,0,12
12019_1944,鶏卵たまご焼だし巻きたまご,123,0,0,0,12
13001_1945,＜牛乳及び乳製品＞（液状乳類）生乳ジャージー種,77,3.9,5.2,4.7,13
13002_1946,＜牛乳及び乳製品＞（液状乳類）生乳ホルスタイン種,63,3.2,3.7,4.7,13
13003_1947,＜牛乳及び乳製品＞（液状乳類）普通牛乳,61,3.3,3.8,4.8,13
13006_1948,＜牛乳及び乳製品＞（液状乳類）脱脂乳,31,3.4,0.1,4.8,13
13004_1949,＜牛乳及び乳製品＞（液状乳類）加工乳濃厚,70,3.4,4.2,5.3,13
13005_1950,＜牛乳及び乳製品＞（液状乳類）加工乳低脂肪,42,3.8,1,5.5,13
13059_1951,＜牛乳及び乳製品＞（液状乳類）乳児用液体ミルク,66,1.5,3.6,7.1,13
13007_1952,＜牛乳及び乳製品＞（液状乳類）乳飲料コーヒー,56,2.2,2,7.2,13
13008_1953,＜牛乳及び乳製品＞（液状乳類）乳飲料フルーツ,46,1.2,0.2,9.9,13
13009_1954,＜牛乳及び乳製品＞（粉乳類）全粉乳,490,25.5,26.2,39.3,13
13010_1955,＜牛乳及び乳製品＞（粉乳類）脱脂粉乳,354,34,1,53.3,13
13011_1956,＜牛乳及び乳製品＞（粉乳類）乳児用調製粉乳,510,12.4,26.8,55.9,13
13012_1957,＜牛乳及び乳製品＞（練乳類）無糖練乳,135,6.8,7.9,11.2,13
13013_1958,＜牛乳及び乳製品＞（練乳類）加糖練乳,314,7.7,8.5,56,13
13014_1959,＜牛乳及び乳製品＞（クリーム類）クリーム乳脂肪,404,1.9,43,6.5,13
13015_1960,＜牛乳及び乳製品＞（クリーム類）クリーム乳脂肪・植物性脂肪,388,4.4,42.1,3,13
13016_1961,＜牛乳及び乳製品＞（クリーム類）クリーム植物性脂肪,353,1.3,39.5,3.3,13
13017_1962,＜牛乳及び乳製品＞（クリーム類）ホイップクリーム乳脂肪,409,1.8,40.7,12.9,13
13018_1963,＜牛乳及び乳製品＞（クリーム類）ホイップクリーム乳脂肪・植物性脂肪,394,4,38.4,12.9,13
13019_1964,＜牛乳及び乳製品＞（クリーム類）ホイップクリーム植物性脂肪,399,6.3,36.1,12.9,13
13020_1965,＜牛乳及び乳製品＞（クリーム類）コーヒーホワイトナー液状乳脂肪,205,5.2,18.3,5.5,13
13021_1966,＜牛乳及び乳製品＞（クリーム類）コーヒーホワイトナー液状乳脂肪・植物性脂肪,227,4.8,21.6,3.7,13
13022_1967,＜牛乳及び乳製品＞（クリーム類）コーヒーホワイトナー液状植物性脂肪,244,4.3,24.8,1.8,13
13023_1968,＜牛乳及び乳製品＞（クリーム類）コーヒーホワイトナー粉末状乳脂肪,504,7.6,27.3,60.4,13
13024_1969,＜牛乳及び乳製品＞（クリーム類）コーヒーホワイトナー粉末状植物性脂肪,542,2.1,36.2,56.4,13
13025_1970,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）ヨーグルト全脂無糖,56,3.6,3,4.9,13
13053_1971,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）ヨーグルト低脂肪無糖,40,3.7,1,5.2,13
13054_1972,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）ヨーグルト無脂肪無糖,37,4,0.3,5.7,13
13026_1973,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）ヨーグルト脱脂加糖,65,4.3,0.2,11.9,13
13027_1974,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）ヨーグルトドリンクタイプ加糖,64,2.9,0.5,12.2,13
13028_1975,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）乳酸菌飲料乳製品,64,1.1,0.1,16.4,13
13029_1976,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）乳酸菌飲料殺菌乳製品,217,1.5,0.1,52.6,13
13030_1977,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）乳酸菌飲料非乳製品,39,0.4,0.1,10,13
13031_1978,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズエダム,321,28.9,25,1.4,13
13032_1979,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズエメンタール,398,27.3,33.6,1.6,13
13033_1980,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズカテージ,99,13.3,4.5,1.9,13
13034_1981,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズカマンベール,291,19.1,24.7,0.9,13
13035_1982,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズクリーム,313,8.2,33,2.3,13
13036_1983,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズゴーダ,356,25.8,29,1.4,13
13037_1984,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズチェダー,390,25.7,33.8,1.4,13
13038_1985,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズパルメザン,445,44,30.8,1.9,13
13039_1986,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズブルー,326,18.8,29,1,13
13055_1987,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズマスカルポーネ,273,4.4,28.2,4.3,13
13056_1988,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズモッツァレラ,269,18.4,19.9,4.2,13
13057_1989,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズやぎ,280,20.6,21.7,2.7,13
13058_1990,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズリコッタ,159,7.1,11.5,6.7,13
13040_1991,＜牛乳及び乳製品＞（チーズ類）プロセスチーズ,313,22.7,26,1.3,13
13041_1992,＜牛乳及び乳製品＞（チーズ類）チーズスプレッド,284,15.9,25.7,0.6,13
13042_1993,＜牛乳及び乳製品＞（アイスクリーム類）アイスクリーム高脂肪,205,3.5,12,22.4,13
13043_1994,＜牛乳及び乳製品＞（アイスクリーム類）アイスクリーム普通脂肪,178,3.9,8,23.2,13
13044_1995,＜牛乳及び乳製品＞（アイスクリーム類）アイスミルク,167,3.4,6.4,23.9,13
13045_1996,＜牛乳及び乳製品＞（アイスクリーム類）ラクトアイス普通脂肪,217,3.1,13.6,22.2,13
13046_1997,＜牛乳及び乳製品＞（アイスクリーム類）ラクトアイス低脂肪,108,1.8,2,20.6,13
13047_1998,＜牛乳及び乳製品＞（アイスクリーム類）ソフトクリーム,146,3.8,5.6,20.1,13
13048_1999,＜牛乳及び乳製品＞（その他）カゼイン,358,86.2,1.5,0,13
13049_2000,＜牛乳及び乳製品＞（その他）シャーベット,128,0.9,1,28.7,13
13050_2001,＜牛乳及び乳製品＞（その他）チーズホエーパウダー,339,12.5,1.2,77,13
13051_2002,＜その他＞人乳,61,1.1,3.5,7.2,13
13052_2003,＜その他＞やぎ乳,57,3.1,3.6,4.5,13
14023_2004,（植物油脂類）あまに油,897,0,100,0,14
14024_2005,（植物油脂類）えごま油,897,0,100,0,14
14001_2006,（植物油脂類）オリーブ油,894,0,100,0,14
14002_2007,（植物油脂類）ごま油,890,0,100,0,14
14003_2008,（植物油脂類）米ぬか油,880,0,100,0,14
14004_2009,（植物油脂類）サフラワー油ハイオレイック,892,0,100,0,14
14025_2010,（植物油脂類）サフラワー油ハイリノール,883,0,100,0,14
14005_2011,（植物油脂類）大豆油,885,0,100,0,14
14006_2012,（植物油脂類）調合油,886,0,100,0,14
14007_2013,（植物油脂類）とうもろこし油,884,0,100,0,14
14008_2014,（植物油脂類）なたね油,887,0,100,0,14
14009_2015,（植物油脂類）パーム油,887,0,100,0,14
14010_2016,（植物油脂類）パーム核油,893,0,100,0,14
14011_2017,（植物油脂類）ひまわり油ハイリノール,899,0,100,0,14
14026_2018,（植物油脂類）ひまわり油ミッドオレイック,892,0,100,0,14
14027_2019,（植物油脂類）ひまわり油ハイオレイック,899,0,100,0,14
14028_2020,（植物油脂類）ぶどう油,882,0,100,0,14
14012_2021,（植物油脂類）綿実油,883,0,100,0,14
14013_2022,（植物油脂類）やし油,889,0,100,0,14
14014_2023,（植物油脂類）落花生油,882,0,100,0,14
14015_2024,（動物油脂類）牛脂,869,0.2,99.8,0,14
14032_2025,（動物油脂類）たらのあぶら,853,0.1,99.8,0,14
14016_2026,（動物油脂類）ラード,885,0,100,0,14
14017_2027,（バター類）無発酵バター有塩バター,700,0.6,81,0.2,14
14018_2028,（バター類）無発酵バター食塩不使用バター,720,0.5,83,0.2,14
14019_2029,（バター類）発酵バター有塩バター,713,0.6,80,4.4,14
14020_2030,（マーガリン類）マーガリン家庭用有塩,715,0.4,83.1,0.5,14
14033_2031,（マーガリン類）マーガリン家庭用無塩,715,0.4,83.1,0.5,14
14029_2032,（マーガリン類）マーガリン業務用有塩,740,0.3,84.3,0.1,14
14034_2033,（マーガリン類）マーガリン業務用無塩,740,0.3,84.3,0.1,14
14021_2034,（マーガリン類）ファットスプレッド,579,0.2,69.1,0,14
14022_2035,（その他）ショートニング家庭用,889,0,99.9,0,14
14030_2036,（その他）ショートニング業務用製菓,881,0,99.9,0,14
14031_2037,（その他）ショートニング業務用フライ,886,0,99.9,0,14
15001_2038,＜和生菓子・和半生菓子類＞甘納豆あずき,283,3.4,0.3,69.5,15
15002_2039,＜和生菓子・和半生菓子類＞甘納豆いんげんまめ,288,3.8,0.5,69.9,15
15003_2040,＜和生菓子・和半生菓子類＞甘納豆えんどう,293,3.8,0.4,72.2,15
15005_2041,＜和生菓子・和半生菓子類＞今川焼こしあん入り,217,0,0,0,15
15145_2042,＜和生菓子・和半生菓子類＞今川焼つぶしあん入り,220,0,0,0,15
15146_2043,＜和生菓子・和半生菓子類＞今川焼カスタードクリーム入り,224,0,0,0,15
15006_2044,＜和生菓子・和半生菓子類＞ういろう白,181,0,0,0,15
15147_2045,＜和生菓子・和半生菓子類＞ういろう黒,174,0,0,0,15
15007_2046,＜和生菓子・和半生菓子類＞うぐいすもちこしあん入り,236,0,0,0,15
15148_2047,＜和生菓子・和半生菓子類＞うぐいすもちつぶしあん入り,237,0,0,0,15
15008_2048,＜和生菓子・和半生菓子類＞かしわもちこしあん入り,203,0,0,0,15
15149_2049,＜和生菓子・和半生菓子類＞かしわもちつぶしあん入り,204,0,0,0,15
15009_2050,＜和生菓子・和半生菓子類＞カステラ,313,0,0,0,15
15010_2051,＜和生菓子・和半生菓子類＞かのこ,260,0,0,0,15
15011_2052,＜和生菓子・和半生菓子類＞かるかん,226,0,0,0,15
15012_2053,＜和生菓子・和半生菓子類＞きび団子,298,0,0,0,15
15013_2054,＜和生菓子・和半生菓子類＞ぎゅうひ,253,0,0,0,15
15014_2055,＜和生菓子・和半生菓子類＞きりざんしょ,245,0,0,0,15
15015_2056,＜和生菓子・和半生菓子類＞きんぎょく糖,282,0,0,0,15
15016_2057,＜和生菓子・和半生菓子類＞きんつば,260,0,0,0,15
15017_2058,＜和生菓子・和半生菓子類＞草もちこしあん入り,224,0,0,0,15
15150_2059,＜和生菓子・和半生菓子類＞草もちつぶしあん入り,227,0,0,0,15
15018_2060,＜和生菓子・和半生菓子類＞くし団子あんこしあん入り,198,0,0,0,15
15151_2061,＜和生菓子・和半生菓子類＞くし団子あんつぶしあん入り,199,0,0,0,15
15019_2062,＜和生菓子・和半生菓子類＞くし団子みたらし,194,0,0,0,15
15121_2063,＜和生菓子・和半生菓子類＞くずもち関西風くずでん粉製品,93,0,0,0,15
15122_2064,＜和生菓子・和半生菓子類＞くずもち関東風小麦でん粉製品,94,0,0,0,15
15020_2065,＜和生菓子・和半生菓子類＞げっぺい,348,0,0,0,15
15123_2066,＜和生菓子・和半生菓子類＞五平もち,178,0,0,0,15
15022_2067,＜和生菓子・和半生菓子類＞桜もち関西風こしあん入り,196,0,0,0,15
15153_2068,＜和生菓子・和半生菓子類＞桜もち関西風つぶしあん入り,197,0,0,0,15
15021_2069,＜和生菓子・和半生菓子類＞桜もち関東風こしあん入り,235,0,0,0,15
15152_2070,＜和生菓子・和半生菓子類＞桜もち関東風つぶしあん入り,237,0,0,0,15
15124_2071,＜和生菓子・和半生菓子類＞笹だんごこしあん入り,227,0,0,0,15
15154_2072,＜和生菓子・和半生菓子類＞笹だんごつぶしあん入り,228,0,0,0,15
15143_2073,＜和生菓子・和半生菓子類＞ずんだあん,190,0,0,0,15
15144_2074,＜和生菓子・和半生菓子類＞ずんだもち,212,0,0,0,15
15023_2075,＜和生菓子・和半生菓子類＞大福もちこしあん入り,223,0,0,0,15
15155_2076,＜和生菓子・和半生菓子類＞大福もちつぶしあん入り,223,0,0,0,15
15024_2077,＜和生菓子・和半生菓子類＞タルト（和菓子）,288,0,0,0,15
15025_2078,＜和生菓子・和半生菓子類＞ちまき,150,0,0,0,15
15026_2079,＜和生菓子・和半生菓子類＞ちゃつう,320,0,0,0,15
15156_2080,＜和生菓子・和半生菓子類＞どら焼こしあん入り,282,0,0,0,15
15027_2081,＜和生菓子・和半生菓子類＞どら焼つぶしあん入り,292,0,0,0,15
15157_2082,＜和生菓子・和半生菓子類＞生八つ橋あん入りこしあん入り,274,0,0,0,15
15004_2083,＜和生菓子・和半生菓子類＞生八つ橋あん入りこしあん・つぶしあん混合,274,0,0,0,15
15158_2084,＜和生菓子・和半生菓子類＞生八つ橋あん入りつぶしあん入り,275,0,0,0,15
15028_2085,＜和生菓子・和半生菓子類＞ねりきり,259,0,0,0,15
15029_2086,＜和生菓子・和半生菓子類＞まんじゅうカステラまんじゅうこしあん入り,292,0,0,0,15
15159_2087,＜和生菓子・和半生菓子類＞まんじゅうカステラまんじゅうつぶしあん入り,292,0,0,0,15
15160_2088,＜和生菓子・和半生菓子類＞まんじゅうかるかんまんじゅうこしあん入り,226,0,0,0,15
15161_2089,＜和生菓子・和半生菓子類＞まんじゅうかるかんまんじゅうつぶしあん入り,226,0,0,0,15
15030_2090,＜和生菓子・和半生菓子類＞まんじゅうくずまんじゅうこしあん入り,216,0,0,0,15
15162_2091,＜和生菓子・和半生菓子類＞まんじゅうくずまんじゅうつぶしあん入り,218,0,0,0,15
15031_2092,＜和生菓子・和半生菓子類＞まんじゅうくりまんじゅうこしあん入り,296,0,0,0,15
15163_2093,＜和生菓子・和半生菓子類＞まんじゅうくりまんじゅうつぶしあん入り,295,0,0,0,15
15032_2094,＜和生菓子・和半生菓子類＞まんじゅうとうまんじゅうこしあん入り,299,0,0,0,15
15164_2095,＜和生菓子・和半生菓子類＞まんじゅうとうまんじゅうつぶしあん入り,294,0,0,0,15
15033_2096,＜和生菓子・和半生菓子類＞まんじゅう蒸しまんじゅうこしあん入り,254,0,0,0,15
15165_2097,＜和生菓子・和半生菓子類＞まんじゅう蒸しまんじゅうつぶしあん入り,257,0,0,0,15
15034_2098,＜和生菓子・和半生菓子類＞まんじゅう中華まんじゅうあんまんこしあん入り,273,0,0,0,15
15166_2099,＜和生菓子・和半生菓子類＞まんじゅう中華まんじゅうあんまんつぶしあん入り,279,0,0,0,15
15035_2100,＜和生菓子・和半生菓子類＞まんじゅう中華まんじゅう肉まん,242,0,0,0,15
15036_2101,＜和生菓子・和半生菓子類＞もなかこしあん入り,277,0,0,0,15
15167_2102,＜和生菓子・和半生菓子類＞もなかつぶしあん入り,278,0,0,0,15
15037_2103,＜和生菓子・和半生菓子類＞ゆべし,321,0,0,0,15
15038_2104,＜和生菓子・和半生菓子類＞ようかん練りようかん,289,0,0,0,15
15039_2105,＜和生菓子・和半生菓子類＞ようかん水ようかん,168,0,0,0,15
15040_2106,＜和生菓子・和半生菓子類＞ようかん蒸しようかん,237,0,0,0,15
15041_2107,＜和干菓子類＞あめ玉,385,0,0,0,15
15042_2108,＜和干菓子類＞芋かりんとう,465,0,0,0,15
15043_2109,＜和干菓子類＞おこし,376,0,0,0,15
15044_2110,＜和干菓子類＞おのろけ豆,438,0,0,0,15
15045_2111,＜和干菓子類＞かりんとう黒,420,0,0,0,15
15046_2112,＜和干菓子類＞かりんとう白,423,0,0,0,15
15047_2113,＜和干菓子類＞ごかぼう,367,0,0,0,15
15048_2114,＜和干菓子類＞小麦粉せんべい磯部せんべい,377,0,0,0,15
15049_2115,＜和干菓子類＞小麦粉せんべいかわらせんべい,390,0,0,0,15
15050_2116,＜和干菓子類＞小麦粉せんべい巻きせんべい,386,0,0,0,15
15051_2117,＜和干菓子類＞小麦粉せんべい南部せんべいごま入り,423,0,0,0,15
15052_2118,＜和干菓子類＞小麦粉せんべい南部せんべい落花生入り,421,0,0,0,15
15053_2119,＜和干菓子類＞しおがま,348,0,0,0,15
15056_2120,＜和干菓子類＞ひなあられ関西風,385,0,0,0,15
15055_2121,＜和干菓子類＞ひなあられ関東風,380,0,0,0,15
15057_2122,＜和干菓子類＞米菓揚げせんべい,458,0,0,0,15
15058_2123,＜和干菓子類＞米菓甘辛せんべい,374,0,0,0,15
15059_2124,＜和干菓子類＞米菓あられ,378,0,0,0,15
15060_2125,＜和干菓子類＞米菓しょうゆせんべい,368,0,0,0,15
15061_2126,＜和干菓子類＞ボーロ小粒,391,0,0,0,15
15062_2127,＜和干菓子類＞ボーロそばボーロ,398,0,0,0,15
15063_2128,＜和干菓子類＞松風,378,0,0,0,15
15064_2129,＜和干菓子類＞みしま豆,402,0,0,0,15
15065_2130,＜和干菓子類＞八つ橋,390,0,0,0,15
15066_2131,＜和干菓子類＞らくがんらくがん,384,0,0,0,15
15067_2132,＜和干菓子類＞らくがん麦らくがん,396,0,0,0,15
15068_2133,＜和干菓子類＞らくがんもろこしらくがん,374,0,0,0,15
15125_2134,＜菓子パン類＞揚げパン,369,8.7,18.7,43.5,15
15069_2135,＜菓子パン類＞あんパンこしあん入り,267,0,0,0,15
15168_2136,＜菓子パン類＞あんパンつぶしあん入り,266,0,0,0,15
15126_2137,＜菓子パン類＞あんパン薄皮タイプこしあん入り,256,0,0,0,15
15169_2138,＜菓子パン類＞あんパン薄皮タイプつぶしあん入り,258,0,0,0,15
15127_2139,＜菓子パン類＞カレーパン皮及び具,302,0,0,0,15
15128_2140,＜菓子パン類＞カレーパン皮のみ,363,7.2,22.4,38.4,15
15129_2141,＜菓子パン類＞カレーパン具のみ,168,5.3,9.3,18.8,15
15070_2142,＜菓子パン類＞クリームパン,286,0,0,0,15
15130_2143,＜菓子パン類＞クリームパン薄皮タイプ,218,0,0,0,15
15071_2144,＜菓子パン類＞ジャムパン,285,0,0,0,15
15072_2145,＜菓子パン類＞チョココロネ,320,0,0,0,15
15131_2146,＜菓子パン類＞チョコパン薄皮タイプ,340,0,0,0,15
15132_2147,＜菓子パン類＞メロンパン,349,8,10.5,59.9,15
15181_2148,＜菓子パン類＞菓子パンあんなし,294,0,0,0,15
15073_2149,＜ケーキ・ペストリー類＞シュークリーム,211,0,0,0,15
15074_2150,＜ケーキ・ペストリー類＞スポンジケーキ,283,0,0,0,15
15075_2151,＜ケーキ・ペストリー類＞ショートケーキ果実なし,318,0,0,0,15
15170_2152,＜ケーキ・ペストリー類＞ショートケーキいちご,314,0,0,0,15
15133_2153,＜ケーキ・ペストリー類＞タルト（洋菓子）,247,0,0,0,15
15134_2154,＜ケーキ・ペストリー類＞チーズケーキベイクドチーズケーキ,299,0,0,0,15
15135_2155,＜ケーキ・ペストリー類＞チーズケーキレアチーズケーキ,349,0,0,0,15
15182_2156,＜ケーキ・ペストリー類＞デニッシュペストリーアメリカンタイププレーン,382,0,0,0,15
15076_2157,＜ケーキ・ペストリー類＞デニッシュペストリーデンマークタイププレーン,440,0,0,0,15
15183_2158,＜ケーキ・ペストリー類＞デニッシュペストリーアメリカンタイプあん入りこしあん,330,0,0,0,15
15184_2159,＜ケーキ・ペストリー類＞デニッシュペストリーアメリカンタイプあん入りつぶしあん,323,0,0,0,15
15171_2160,＜ケーキ・ペストリー類＞デニッシュペストリーデンマークタイプあん入りこしあん,384,0,0,0,15
15172_2161,＜ケーキ・ペストリー類＞デニッシュペストリーデンマークタイプあん入りつぶしあん,387,0,0,0,15
15185_2162,＜ケーキ・ペストリー類＞デニッシュペストリーアメリカンタイプあん入りカスタードクリーム,304,0,0,0,15
15173_2163,＜ケーキ・ペストリー類＞デニッシュペストリーデンマークタイプあん入りカスタードクリーム,417,0,0,0,15
15077_2164,＜ケーキ・ペストリー類＞ドーナッツイーストドーナッツプレーン,379,0,0,0,15
15174_2165,＜ケーキ・ペストリー類＞ドーナッツイーストドーナッツあん入りこしあん,341,0,0,0,15
15175_2166,＜ケーキ・ペストリー類＞ドーナッツイーストドーナッツあん入りつぶしあん,341,0,0,0,15
15176_2167,＜ケーキ・ペストリー類＞ドーナッツイーストドーナッツあん入りカスタードクリーム,371,0,0,0,15
15078_2168,＜ケーキ・ペストリー類＞ドーナッツケーキドーナッツプレーン,367,0,0,0,15
15177_2169,＜ケーキ・ペストリー類＞ドーナッツケーキドーナッツあん入りこしあん,353,0,0,0,15
15178_2170,＜ケーキ・ペストリー類＞ドーナッツケーキドーナッツあん入りつぶしあん,355,0,0,0,15
15179_2171,＜ケーキ・ペストリー類＞ドーナッツケーキドーナッツあん入りカスタードクリーム,375,0,0,0,15
15079_2172,＜ケーキ・ペストリー類＞パイパイ皮,373,0,0,0,15
15080_2173,＜ケーキ・ペストリー類＞パイアップルパイ,294,0,0,0,15
15081_2174,＜ケーキ・ペストリー類＞パイミートパイ,381,0,0,0,15
15082_2175,＜ケーキ・ペストリー類＞バターケーキ,422,0,0,0,15
15083_2176,＜ケーキ・ペストリー類＞ホットケーキ,253,0,0,0,15
15084_2177,＜ケーキ・ペストリー類＞ワッフルカスタードクリーム入り,241,0,0,0,15
15085_2178,＜ケーキ・ペストリー類＞ワッフルジャム入り,279,0,0,0,15
15086_2179,＜デザート菓子類＞カスタードプリン,116,0,0,0,15
15136_2180,＜デザート菓子類＞牛乳寒天,61,0,0,0,15
15142_2181,＜デザート菓子類＞こんにゃくゼリー,65,0,0,0,15
15087_2182,＜デザート菓子類＞ゼリーオレンジ,80,0,0,0,15
15088_2183,＜デザート菓子類＞ゼリーコーヒー,43,0,0,0,15
15089_2184,＜デザート菓子類＞ゼリーミルク,103,0,0,0,15
15090_2185,＜デザート菓子類＞ゼリーワイン,65,0,0,0,15
15091_2186,＜デザート菓子類＞ババロア,204,0,0,0,15
15092_2187,＜ビスケット類＞ウエハース,439,7.6,13.6,75.3,15
15141_2188,＜ビスケット類＞ウエハースクリーム入り,492,0,0,0,15
15093_2189,＜ビスケット類＞クラッカーオイルスプレークラッカー,481,8.5,22.5,63.9,15
15094_2190,＜ビスケット類＞クラッカーソーダクラッカー,421,10.4,9.8,74.4,15
15095_2191,＜ビスケット類＞サブレ,459,0,0,0,15
15054_2192,＜ビスケット類＞中華風クッキー,513,0,0,0,15
15097_2193,＜ビスケット類＞ビスケットハードビスケット,422,7.6,10,77.8,15
15098_2194,＜ビスケット類＞ビスケットソフトビスケット,512,5.7,27.6,62.6,15
15099_2195,＜ビスケット類＞プレッツェル,465,9.9,18.6,68.2,15
15096_2196,＜ビスケット類＞リーフパイ,558,5.8,35.5,55.8,15
15100_2197,＜ビスケット類＞ロシアケーキ,486,0,0,0,15
15101_2198,＜スナック類＞小麦粉あられ,472,0,0,0,15
15102_2199,＜スナック類＞コーンスナック,516,5.2,27.1,65.3,15
15103_2200,＜スナック類＞ポテトチップスポテトチップス,541,4.7,35.2,54.7,15
15104_2201,＜スナック類＞ポテトチップス成形ポテトチップス,515,5.8,32,57.3,15
15109_2202,＜キャンデー類＞かわり玉,392,0,0,0,15
15105_2203,＜キャンデー類＞キャラメル,426,4,11.7,77.9,15
15107_2204,＜キャンデー類＞ゼリーキャンデー,334,0,0,0,15
15108_2205,＜キャンデー類＞ゼリービーンズ,358,0,0,0,15
15110_2206,＜キャンデー類＞ドロップ,389,0,0,0,15
15111_2207,＜キャンデー類＞バタースコッチ,414,0,0,0,15
15112_2208,＜キャンデー類＞ブリットル,506,0,0,0,15
15113_2209,＜キャンデー類＞マシュマロ,324,0,0,0,15
15106_2210,＜キャンデー類＞ラムネ,373,0,0.5,92.2,15
15137_2211,＜チョコレート類＞アーモンドチョコレート,562,0,0,0,15
15114_2212,＜チョコレート類＞カバーリングチョコレート,488,0,0,0,15
15186_2212-1,＜チョコレート類＞スイートチョコレート,530,5.8,37.7,52.6,15
15187_2212-2,＜チョコレート類＞スイートチョコレートカカオ増量,539,8.9,41.3,43.3,15
15115_2213,＜チョコレート類＞ホワイトチョコレート,588,7.2,39.5,50.9,15
15116_2214,＜チョコレート類＞ミルクチョコレート,550,6.9,34.1,55.8,15
15117_2215,＜果実菓子類＞マロングラッセ,303,1.1,0.3,77.4,15
15118_2216,＜チューインガム類＞板ガム,388,0,0,0,15
15119_2217,＜チューインガム類＞糖衣ガム,390,0,0,0,15
15120_2218,＜チューインガム類＞風船ガム,387,0,0,0,15
15138_2219,＜その他＞カスタードクリーム,174,0,0,0,15
15139_2220,＜その他＞しるここしあん,211,0,0,0,15
